date,Payrolls - New York-Newark-Jersey City (000s) Period Chg,Payrolls - Los Angeles-Long Beach-Anaheim (000s) Period Chg,Payrolls - Chicago-Naperville-Elgin (000s) Period Chg,Payrolls - Dallas-Fort Worth-Arlington (000s) Period Chg,Payrolls - Houston-Pasadena-The Woodlands (000s) Period Chg,Payrolls - Washington-Arlington-Alexandria (000s) Period Chg,Payrolls - Philadelphia-Camden-Wilmington (000s) Period Chg,Payrolls - Atlanta-Sandy Springs-Roswell (000s) Period Chg,Payrolls - Miami-Fort Lauderdale-West Palm Beach (000s) Period Chg,Payrolls - Boston-Cambridge-Newton (000s) Period Chg,Payrolls - Phoenix-Mesa-Chandler (000s) Period Chg,Payrolls - Seattle-Tacoma-Bellevue (000s) Period Chg,Payrolls - Detroit-Warren-Dearborn (000s) Period Chg,Payrolls - Minneapolis-St. Paul-Bloomington (000s) Period Chg,Payrolls - Riverside-San Bernardino-Ontario (000s) Period Chg,Payrolls - Denver-Aurora-Centennial (000s) Period Chg,Payrolls - San Diego-Chula Vista-Carlsbad (000s) Period Chg,Payrolls - Tampa-St. Petersburg-Clearwater (000s) Period Chg,Payrolls - Orlando-Kissimmee-Sanford (000s) Period Chg,Payrolls - Baltimore-Columbia-Towson (000s) Period Chg,Payrolls - Austin-Round Rock-San Marcos (000s) Period Chg,Payrolls - Charlotte-Concord-Gastonia (000s) Period Chg,Payrolls - Portland-Vancouver-Hillsboro (000s) Period Chg,Payrolls - Nashville-Davidson-Murfreesboro-Franklin (000s) Period Chg,Payrolls - Pittsburgh (000s) Period Chg,Payrolls - San Antonio-New Braunfels (000s) Period Chg,"Payrolls - Columbus, OH (000s) Period Chg",Payrolls - Las Vegas-Henderson-North Las Vegas (000s) Period Chg,Payrolls - Cincinnati (000s) Period Chg,Payrolls - Indianapolis-Carmel-Greenwood (000s) Period Chg,Payrolls - Kansas City (000s) Period Chg,Payrolls - Sacramento-Roseville-Folsom (000s) Period Chg,Payrolls - Cleveland (000s) Period Chg,Payrolls - Salt Lake City-Murray (000s) Period Chg,Payrolls - Raleigh-Cary (000s) Period Chg,Payrolls - San Francisco-Oakland-Fremont (000s) Period Chg,Payrolls - San Jose-Sunnyvale-Santa Clara (000s) Period Chg,Payrolls - Santa Rosa-Petaluma (000s) Period Chg,Payrolls - Vallejo (000s) Period Chg,Payrolls - Napa (000s) Period Chg
2013-02-01,0.19,0.29,0.39,0.47,0.56,0.13,0.28,0.26,0.39,0.2,0.31,0.3,0.27,0.43,0.7,0.46,0.2,0.22,0.72,0.16,0.35,0.28,0.47,0.6,0.21,0.54,-0.02,0.14,0.52,0.38,-0.02,0.38,-0.06,0.32,0.4,0.52,0.45,0.45,0.99,0.78
2013-03-01,0.25,0.05,-0.02,0.26,0.3,-0.02,0.12,0.02,0.22,0.19,0.23,0.15,0.26,-0.01,0.34,0.3,0.26,0.22,0.28,0.13,0.23,0.11,0.18,0.13,-0.03,0.22,0.26,0.36,-0.11,0.03,-0.15,0.01,0.04,0.25,0.32,0.29,0.37,0.28,0.57,0.15
2013-04-01,0.17,0.31,-0.09,0.27,0.26,-0.01,-0.11,0.3,0.17,0.18,0.31,0.25,-0.18,-0.08,0.21,0.24,0.28,0.18,0.08,-0.17,0.55,0.15,0.41,0.36,-0.26,0.24,0.3,0.51,0.59,0.07,0.28,-0.09,0.09,0.35,-0.13,0.1,0.25,0.5,-0.89,0.92
2013-05-01,0.03,0.15,0.24,0.23,0.16,-0.06,-0.05,-0.02,0.22,0.2,0.31,0.27,0.24,0.16,0.39,0.14,0.07,0.27,0.33,0.03,0.35,0.14,0.31,0.18,-0.01,0.22,0.11,-0.08,0.12,-0.04,0.18,-0.05,0.16,0.08,-0.02,0.21,0.27,0.33,0.49,1.07
2013-06-01,0.16,0.21,0.11,0.37,0.29,-0.26,0.08,0.29,0.34,0.05,0.22,0.01,0.03,0.12,0.33,0.43,0.11,0.19,0.48,0.2,0.37,0.15,0.23,0.39,0.0,0.38,0.1,0.62,0.01,0.31,0.31,0.06,0.17,0.13,0.15,0.03,0.28,0.44,0.57,0.0
2013-07-01,0.17,0.16,0.08,0.37,0.33,0.09,-0.02,0.24,0.22,-0.22,0.31,0.21,-0.42,-0.38,-0.06,0.26,0.15,0.36,0.24,0.04,0.42,0.37,0.08,0.19,0.13,0.42,0.16,0.19,-0.15,0.29,-0.17,0.14,-0.09,0.13,0.38,0.25,-0.28,0.33,0.49,0.0
2013-08-01,0.19,0.3,0.18,0.31,0.18,0.19,0.12,0.26,0.25,0.32,0.06,0.33,0.7,0.48,0.54,0.35,0.09,0.14,0.52,-0.03,0.3,0.26,0.49,0.35,-0.09,0.11,0.26,0.14,0.52,0.35,0.3,0.24,0.4,0.28,0.73,0.42,0.82,1.1,-0.4,1.2
2013-09-01,0.19,0.08,0.13,0.3,0.24,0.1,0.04,0.4,0.23,0.06,0.21,0.2,0.12,0.54,0.36,0.31,0.25,0.09,0.2,0.01,0.48,0.27,0.24,0.18,0.03,0.29,0.22,0.02,0.26,0.32,0.4,0.32,-0.09,-0.03,0.76,0.16,0.55,-0.05,0.08,0.0
2013-10-01,0.31,0.19,0.05,0.12,0.26,-0.35,0.06,0.33,0.07,0.25,0.25,0.34,0.29,0.26,0.24,0.31,0.44,0.19,0.26,-0.1,0.29,0.27,0.24,0.56,0.0,0.16,0.19,0.22,0.08,0.22,-0.07,0.05,0.05,0.53,-0.13,0.37,0.15,1.09,0.16,0.15
2013-11-01,0.25,0.28,0.11,0.3,0.26,0.36,0.12,0.24,0.42,0.11,0.27,0.31,-0.02,0.04,0.3,0.26,0.19,0.3,0.44,0.31,0.56,0.37,0.4,0.25,-0.08,0.2,0.3,0.43,0.13,0.65,-0.11,0.34,0.21,0.3,0.35,0.53,0.65,0.92,0.4,-0.15
2013-12-01,0.02,0.14,0.28,0.11,0.14,-0.09,-0.11,0.23,0.26,0.2,0.14,0.19,0.03,0.13,0.28,0.23,0.24,0.02,0.23,-0.3,0.13,0.31,0.05,0.23,0.03,0.17,0.29,0.31,-0.19,-0.05,0.24,0.24,0.14,0.17,0.26,0.13,0.39,0.21,0.48,0.6
2014-01-01,-0.02,0.08,-0.16,0.16,0.11,-0.06,0.23,0.29,0.18,0.29,0.03,0.45,-0.19,-0.11,0.41,0.31,-0.29,0.04,0.53,-0.06,0.37,0.53,0.44,0.24,-0.03,0.13,-0.08,0.46,0.03,-0.48,-0.12,0.16,-0.18,-0.05,0.29,0.17,0.39,0.21,-0.16,0.74
2014-02-01,0.13,0.07,0.2,0.37,0.39,-0.08,-0.16,-0.25,0.31,0.21,0.08,0.02,0.63,0.14,0.65,0.26,0.38,0.12,0.2,-0.07,0.46,-0.36,-0.17,0.32,-0.12,0.29,0.17,0.44,0.22,0.09,0.21,0.16,-0.14,0.14,-0.42,0.4,0.42,-0.05,-0.24,0.15
2014-03-01,0.2,0.22,0.16,0.38,0.34,0.07,0.28,1.01,0.24,0.16,0.2,0.17,0.12,0.02,0.39,0.33,0.21,0.46,0.38,0.23,0.46,0.8,0.49,0.2,0.05,0.45,0.15,0.4,0.4,0.26,0.41,0.26,0.07,0.09,0.73,0.21,0.35,0.43,0.32,0.44
2014-04-01,0.35,0.04,0.31,0.47,0.52,0.33,0.34,0.38,0.45,0.36,0.25,0.04,-0.36,0.25,0.48,0.51,0.09,0.47,0.24,0.61,0.3,0.4,0.13,0.85,0.25,0.52,0.51,0.54,0.13,0.32,0.4,0.26,0.06,0.35,0.6,0.3,0.27,1.54,0.48,0.15
2014-05-01,0.27,0.22,0.21,0.27,0.36,0.21,0.16,0.39,0.3,0.01,-0.11,0.16,0.43,0.23,0.27,0.28,0.23,0.4,0.54,0.0,0.31,0.31,0.29,0.31,0.14,0.44,0.13,0.23,0.35,0.33,0.27,0.18,0.16,0.09,0.31,0.32,0.23,-0.1,0.48,-0.44
2014-06-01,0.11,0.03,0.01,0.35,0.24,0.16,0.11,0.21,0.27,0.04,0.4,0.12,0.52,0.16,0.32,0.25,0.22,0.17,0.32,0.13,0.3,0.36,0.29,0.13,0.09,0.27,0.09,0.18,-0.22,0.05,0.25,0.41,0.0,0.34,0.61,0.18,0.28,0.1,-0.24,0.29
2014-07-01,0.21,-0.05,0.09,0.25,0.33,-0.22,0.06,0.48,0.21,0.19,0.16,0.66,0.16,0.22,0.19,0.22,0.1,0.38,0.32,-0.12,0.33,0.16,0.14,0.25,-0.22,0.2,0.28,0.03,0.18,0.02,0.04,-0.29,-0.09,-0.4,-0.18,0.22,-0.2,0.42,0.72,-0.44
2014-08-01,0.25,0.59,0.08,0.27,0.34,0.26,0.12,0.38,0.4,-0.29,0.21,0.38,0.07,0.18,0.62,0.63,0.35,0.13,0.47,0.31,0.25,0.27,0.35,0.62,0.07,0.17,0.48,0.78,0.3,0.08,0.19,0.36,0.24,0.6,0.18,0.36,0.78,-0.05,0.0,-0.29
2014-09-01,0.12,0.23,0.02,0.29,0.28,0.14,0.21,0.18,0.36,0.81,0.24,0.14,-0.24,-0.08,0.46,0.39,0.22,0.24,0.17,0.09,0.31,0.35,0.39,0.24,0.12,0.22,0.39,0.43,-0.06,0.12,-0.04,0.3,0.15,0.28,0.45,0.28,0.52,0.21,0.24,0.74
2014-10-01,0.22,-0.01,0.24,0.4,0.43,0.07,0.1,0.14,0.42,0.33,0.31,0.18,0.36,0.13,0.31,0.49,0.07,0.12,0.11,0.12,0.34,0.49,0.12,0.32,-0.08,0.76,0.03,0.52,0.17,0.17,0.26,0.27,0.13,0.21,0.52,0.23,0.17,0.21,0.24,0.58
2014-11-01,0.2,0.22,0.17,0.38,0.33,0.06,0.28,0.5,0.33,0.35,0.37,0.23,0.24,0.3,0.73,0.12,0.43,0.39,0.24,0.12,0.44,0.28,0.32,0.45,-0.01,0.22,0.32,0.03,0.22,0.72,0.33,0.28,0.09,0.32,0.34,0.41,0.16,0.05,0.39,0.0
2014-12-01,0.21,0.16,0.22,0.4,0.31,0.14,0.11,0.38,0.26,0.26,0.44,0.38,0.5,0.17,0.51,0.39,0.22,0.25,0.35,0.04,0.35,0.31,0.46,0.29,0.21,0.23,0.35,0.4,0.3,0.17,0.19,-0.16,0.26,0.33,0.43,0.34,0.27,-0.1,0.23,0.73
2015-01-01,0.07,0.13,0.02,0.23,-0.02,0.37,-0.14,-0.09,0.14,-0.27,0.19,0.26,-0.02,-0.05,0.23,0.39,0.39,0.22,0.33,0.07,0.3,0.3,0.36,0.07,-0.1,0.33,-0.15,0.5,0.02,0.06,0.13,0.71,-0.27,0.48,-0.09,0.49,0.49,0.62,0.78,0.58
2015-02-01,0.06,0.3,0.11,0.26,0.03,0.07,0.14,0.19,0.14,-0.27,0.24,0.11,-0.02,0.19,0.28,0.38,-0.02,0.4,0.49,0.08,0.37,0.49,0.26,0.13,-0.28,0.32,0.12,0.15,-0.18,0.15,0.35,0.02,0.06,0.26,0.34,0.15,0.18,0.41,0.08,0.0
2015-03-01,0.15,0.24,0.1,-0.06,-0.09,-0.22,-0.04,0.16,0.24,0.56,0.18,0.35,0.07,0.18,0.32,0.13,0.21,0.26,0.26,-0.01,0.38,0.05,0.2,0.26,-0.19,0.1,0.08,0.31,0.14,0.18,0.2,0.46,-0.19,0.4,0.19,0.41,0.27,0.46,0.23,0.14
2015-04-01,0.22,0.13,0.35,0.37,-0.14,0.45,0.28,0.06,0.23,0.2,0.17,0.25,0.31,0.22,0.3,0.16,0.21,0.1,0.71,0.55,0.32,0.14,0.15,0.45,0.14,0.19,0.15,0.13,0.34,0.29,-0.06,0.08,0.41,0.01,0.39,0.3,0.44,-0.31,0.0,-0.14
2015-05-01,0.29,0.17,0.49,0.43,0.06,0.17,0.44,0.6,0.29,0.52,0.41,0.1,0.46,0.36,0.46,0.37,0.41,0.54,0.52,0.25,0.5,0.72,0.16,0.67,0.24,0.34,0.37,0.51,0.36,0.35,0.49,0.32,0.32,0.48,0.37,0.26,0.35,0.15,0.08,0.29
2015-06-01,0.08,0.27,-0.02,0.26,0.05,0.19,0.09,0.3,0.23,0.01,0.23,0.45,0.01,0.07,0.25,0.22,0.13,0.3,0.41,0.04,0.45,0.59,0.27,0.24,-0.02,0.12,0.46,0.17,0.16,0.16,0.16,0.21,-0.24,0.03,0.51,0.19,0.34,0.46,0.31,0.0
2015-07-01,0.32,0.45,0.12,0.35,-0.03,0.35,-0.2,0.12,0.38,0.22,0.32,0.26,0.15,0.02,0.76,0.2,0.51,0.13,0.47,0.52,0.39,-0.1,0.53,0.21,0.17,0.28,0.15,0.07,0.36,0.23,0.25,0.67,0.19,0.52,-0.1,0.74,0.35,0.87,0.54,0.43
2015-08-01,0.15,0.31,0.06,0.24,0.09,0.06,0.24,0.28,0.29,0.11,0.41,0.24,0.03,0.13,0.38,0.33,0.39,0.5,0.25,-0.04,0.39,0.33,0.27,0.31,0.14,0.22,0.08,0.62,0.01,0.21,-0.07,0.25,-0.07,0.25,0.43,0.37,0.39,-0.4,0.38,1.0
2015-09-01,0.03,0.22,0.04,0.14,0.03,0.12,0.07,0.22,0.16,-0.1,0.27,0.32,0.11,-0.1,0.01,0.24,0.24,0.07,0.36,-0.25,0.32,0.25,0.17,0.26,-0.23,0.29,-0.14,0.08,0.05,0.07,0.08,0.13,-0.04,0.13,0.31,0.21,0.28,0.56,0.53,-0.42
2015-10-01,0.36,0.42,0.29,0.25,0.07,0.38,0.22,0.38,0.7,0.45,0.5,0.14,0.26,0.26,0.83,0.21,0.31,0.76,0.5,0.65,0.28,0.55,0.46,0.49,-0.21,0.25,0.35,0.5,0.17,0.36,0.28,0.62,0.21,0.56,0.19,0.42,0.66,0.2,0.15,-0.71
2015-11-01,0.08,0.07,0.02,0.07,-0.2,0.1,0.22,0.11,0.09,0.21,0.44,0.21,0.05,0.21,0.46,0.35,0.09,0.54,0.29,0.04,0.29,0.3,0.09,0.32,0.29,0.36,0.0,0.43,0.14,0.25,0.02,0.18,-0.01,0.12,0.34,0.13,-0.13,0.0,0.53,1.0
2015-12-01,0.11,0.09,0.16,0.3,0.06,0.35,0.14,0.46,0.29,0.21,0.1,0.23,0.24,0.14,0.74,0.19,0.12,0.1,0.48,0.2,0.35,0.4,0.41,0.42,-0.08,0.11,0.24,0.42,0.26,0.31,0.28,0.33,0.28,0.44,0.46,0.31,0.06,0.1,-0.15,0.14
2016-01-01,0.07,0.4,0.11,0.42,0.31,-0.3,-0.12,0.43,0.14,0.1,0.17,0.28,0.31,0.1,-0.41,0.25,0.09,0.17,0.13,-0.04,0.27,0.05,0.26,0.2,-0.09,0.56,0.39,-0.28,0.11,0.11,0.31,0.35,0.45,0.12,0.36,0.46,0.66,0.25,0.53,-0.85
2016-02-01,0.13,0.22,0.02,0.31,-0.15,0.03,0.18,0.09,0.23,0.19,0.33,0.5,-0.13,0.2,0.05,0.22,0.34,0.28,0.3,-0.2,0.34,0.29,0.4,0.15,-0.05,0.3,0.21,0.27,-0.05,0.34,0.08,0.49,-0.07,0.48,0.2,0.33,0.23,0.5,0.45,0.0
2016-03-01,0.28,-0.13,0.03,0.04,-0.2,0.24,0.33,0.04,0.1,0.26,0.31,0.15,0.01,0.08,0.03,0.25,-0.18,0.2,0.3,0.3,0.17,0.4,0.11,0.6,0.08,0.13,0.39,0.25,0.38,0.07,0.09,-0.12,0.06,0.23,0.15,-0.08,-0.12,0.25,-0.07,-0.85
2016-04-01,0.26,0.7,0.23,0.42,0.14,0.58,0.19,0.65,0.61,0.13,0.2,0.62,0.8,0.34,0.63,0.08,0.78,0.55,0.56,0.38,0.4,0.43,0.31,0.16,0.1,0.16,-0.08,0.4,0.13,0.08,0.51,0.5,-0.03,0.33,0.37,0.78,0.81,0.55,0.22,1.15
2016-05-01,-0.29,0.13,-0.05,0.26,-0.11,-0.26,-0.01,0.26,-0.04,0.14,0.26,0.15,-0.12,-0.11,0.08,0.03,0.05,0.18,0.27,-0.16,0.12,0.01,0.11,0.18,-0.17,0.05,0.07,0.18,0.04,0.11,-0.21,0.17,-0.09,0.13,0.15,-0.04,0.08,-0.2,-0.07,0.0
2016-06-01,0.22,-0.35,-0.08,-0.07,-0.17,-0.02,0.11,0.16,-0.02,-0.32,-0.09,0.14,0.11,-0.23,-0.06,0.09,-0.2,-0.11,0.1,-0.02,0.27,0.2,0.06,0.23,-0.18,-0.19,0.13,0.54,-0.26,-0.3,-0.23,-0.04,-0.4,0.07,0.17,-0.02,0.12,-0.1,0.37,-0.42
2016-07-01,0.33,0.52,0.48,0.53,0.14,0.31,0.52,0.36,0.49,0.8,0.85,0.2,0.5,0.85,0.77,0.43,0.78,0.57,0.87,0.13,0.83,0.51,0.18,0.71,0.28,0.59,0.26,0.55,0.81,1.11,0.55,0.8,0.59,0.79,0.3,0.66,0.25,0.3,-0.07,0.71
2016-08-01,0.14,0.04,0.01,0.21,-0.09,0.33,-0.03,0.13,0.07,0.11,0.1,0.17,-0.28,0.23,0.22,0.17,0.15,0.14,0.1,0.09,0.15,0.05,0.25,0.09,-0.01,0.36,0.16,0.06,-0.17,-0.08,0.33,0.18,-0.05,0.07,0.07,0.15,0.16,0.1,0.0,-0.28
2016-09-01,0.2,0.16,0.17,0.43,0.1,0.23,0.33,0.61,0.43,0.16,0.42,0.42,0.48,0.07,0.25,0.24,0.34,0.34,0.62,0.2,0.28,0.67,0.25,0.55,-0.04,0.18,0.32,0.45,0.23,0.22,0.35,0.0,0.01,0.31,0.47,0.33,0.16,0.2,0.45,0.28
2016-10-01,-0.1,0.15,0.04,0.01,-0.04,-0.04,-0.07,-0.21,-0.09,-0.19,-0.11,-0.05,-0.06,-0.09,0.29,0.03,0.01,0.25,-0.12,0.02,0.18,-0.16,0.25,0.12,-0.03,0.18,0.11,-0.26,0.06,-0.22,0.1,-0.03,-0.09,-0.1,0.18,0.17,0.07,0.0,0.3,0.14
2016-11-01,0.09,0.08,0.03,0.3,-0.04,0.27,-0.02,0.28,0.17,0.19,0.04,0.32,0.38,0.14,-0.09,0.16,0.17,0.07,0.29,0.15,0.16,0.28,0.22,0.12,0.18,0.26,0.27,0.29,0.01,0.03,0.02,0.28,0.16,-0.03,0.23,0.14,0.19,0.05,0.22,0.42
2016-12-01,0.24,0.09,0.05,0.24,0.15,0.22,0.17,0.38,0.21,0.17,0.23,0.25,-0.13,0.08,0.42,0.12,0.13,0.31,0.33,0.11,0.33,0.15,-0.08,0.38,-0.13,0.42,0.09,0.2,0.04,-0.1,-0.07,0.18,-0.14,0.03,0.03,0.06,0.16,0.25,-0.07,0.56
2017-01-01,0.22,-0.12,-0.0,0.29,0.18,0.03,0.31,-0.1,0.28,0.32,0.18,0.01,0.34,0.44,0.34,0.01,-0.01,0.17,0.45,-0.08,0.36,0.23,-0.06,0.17,0.21,0.3,0.25,0.52,0.2,0.29,0.01,-0.12,-0.06,0.61,0.02,0.17,0.12,0.39,-0.37,0.42
2017-02-01,0.21,0.08,0.15,0.15,0.04,0.22,0.02,0.2,0.12,-0.14,0.26,0.29,-0.08,0.23,0.28,0.23,0.16,-0.05,0.18,0.06,0.21,0.24,0.86,0.49,0.23,-0.04,0.21,0.09,0.26,0.09,0.33,0.21,0.06,0.14,0.46,0.21,0.25,0.1,0.07,-0.14
2017-03-01,0.0,0.13,0.1,0.23,0.42,0.16,0.02,0.24,0.21,0.16,0.42,0.34,0.1,0.34,0.62,0.45,0.11,0.11,0.15,0.06,0.35,0.29,0.28,0.15,-0.03,0.26,0.21,0.67,0.03,0.2,0.18,0.4,0.05,0.25,0.26,0.33,0.35,0.73,0.67,0.7
2017-04-01,-0.06,0.19,-0.12,0.18,0.13,-0.02,0.07,0.19,0.02,0.13,0.51,0.18,0.24,-0.08,-0.08,-0.01,0.33,0.07,0.23,0.14,0.28,0.08,0.22,0.28,0.23,-0.15,0.13,-0.4,0.08,0.31,0.03,0.32,0.13,-0.03,0.0,-0.04,0.17,0.0,-0.22,-0.55
2017-05-01,0.4,0.22,0.1,0.11,0.19,0.1,0.24,0.11,0.36,0.02,0.12,0.23,0.22,-0.35,0.59,0.26,0.1,0.12,0.3,0.08,0.32,0.31,0.22,0.1,0.08,0.12,0.09,0.38,0.01,0.01,-0.04,0.23,0.06,0.23,0.36,0.24,0.17,-0.05,0.88,0.28
2017-06-01,0.25,0.17,0.08,0.25,0.23,0.08,0.0,0.37,0.13,0.12,0.6,0.31,0.21,0.35,0.31,0.3,0.3,0.3,0.33,0.18,0.26,0.31,0.28,0.45,-0.01,0.27,0.38,0.25,0.31,0.2,0.0,0.53,0.16,0.28,0.3,0.22,0.3,0.49,0.07,0.42
2017-07-01,0.01,0.16,-0.02,0.01,-0.45,-0.15,0.07,0.04,0.02,0.15,0.01,-0.1,-0.37,0.06,0.25,0.05,-0.03,0.11,0.1,0.18,0.17,0.06,0.18,0.52,0.04,0.06,-0.33,0.26,-0.02,-0.08,0.32,-0.11,-0.15,-0.11,0.62,0.0,0.17,-0.19,-0.15,0.55
2017-08-01,0.09,0.14,0.13,0.22,0.14,0.12,0.14,0.33,0.03,0.17,0.21,0.04,0.31,0.04,0.45,0.19,0.09,0.28,0.14,0.05,0.17,0.3,0.07,0.01,0.23,0.17,0.18,0.13,0.11,0.11,0.11,0.03,0.09,0.35,0.44,0.05,0.05,0.19,0.51,-0.41
2017-09-01,0.13,0.25,0.13,0.29,-0.27,0.1,0.12,0.2,-2.13,0.1,0.32,0.18,0.14,0.3,0.49,0.26,0.41,-1.37,-0.9,0.11,0.26,0.23,0.11,0.48,0.18,0.12,0.06,0.28,0.02,0.21,0.22,0.45,0.23,0.28,0.0,0.28,0.13,0.19,0.51,0.55
2017-10-01,0.12,0.23,0.01,0.28,0.58,0.17,0.1,0.24,2.12,0.04,0.19,0.16,-0.05,-0.04,0.22,0.16,0.21,1.69,1.86,0.1,0.39,-0.01,0.13,0.07,0.06,0.15,0.15,0.11,0.03,0.2,-0.25,0.16,-0.01,0.28,0.24,0.15,0.07,-2.03,-0.8,-2.47
2017-11-01,0.13,-0.01,0.05,0.26,0.27,0.11,0.11,0.16,0.19,0.19,0.21,0.28,0.24,0.04,0.34,0.33,0.15,0.29,0.38,0.06,0.11,0.05,0.11,0.45,0.01,0.08,0.16,0.14,0.06,0.09,0.32,0.15,-0.11,0.33,0.26,0.19,0.19,1.28,0.15,1.41
2017-12-01,0.26,0.23,0.11,0.09,0.2,0.09,0.12,0.12,0.31,0.14,0.23,0.31,-0.07,0.12,0.19,0.32,0.19,0.04,0.47,0.06,0.45,0.14,0.28,-0.06,0.14,0.15,-0.05,0.51,0.29,0.21,0.01,0.51,0.09,0.33,0.19,0.25,0.16,0.88,0.8,0.97
2018-01-01,-0.28,0.34,-0.06,0.11,-0.01,0.27,-0.04,0.0,0.13,0.04,0.25,0.39,0.2,0.68,0.37,0.12,0.37,0.18,0.12,0.17,0.45,0.31,0.06,0.3,0.12,0.0,0.19,0.09,-0.09,0.07,-0.47,0.22,0.11,-0.33,0.37,0.17,-0.21,0.29,0.14,1.1
2018-02-01,0.45,-0.01,0.19,0.26,0.4,0.38,0.28,0.21,0.27,0.23,0.46,0.16,0.18,0.2,0.51,0.18,0.26,0.28,0.26,0.16,0.38,0.36,0.16,0.34,0.22,0.31,0.26,0.46,0.14,-0.01,0.37,0.27,0.17,0.47,0.21,0.36,0.43,0.43,0.43,0.54
2018-03-01,0.04,0.1,0.25,0.22,0.4,-0.09,-0.1,0.26,0.17,0.06,0.48,0.25,0.37,-0.21,0.2,0.54,0.13,0.22,0.39,0.19,0.35,0.22,0.14,0.43,-0.01,0.36,0.05,0.38,0.01,0.25,0.01,0.0,0.12,0.19,0.26,0.15,0.04,-0.43,-0.07,-0.14
2018-04-01,0.01,-0.04,-0.4,0.07,0.04,0.08,0.11,0.11,0.0,0.04,-0.05,0.04,-0.19,-0.23,0.19,0.09,-0.03,0.05,0.04,0.02,0.18,0.21,0.16,-0.05,-0.06,0.31,-0.1,0.05,0.05,-0.14,-0.08,0.37,0.05,0.1,0.37,0.15,0.21,0.43,0.5,0.41
2018-05-01,0.24,-0.09,0.2,0.34,0.28,0.13,0.1,0.21,0.13,0.22,0.32,0.23,0.17,0.19,0.26,0.21,0.03,0.14,0.22,0.1,0.47,0.2,0.23,0.33,0.01,0.14,0.42,0.3,0.07,0.24,-0.06,0.16,0.17,0.21,0.19,0.16,0.21,-0.1,0.0,0.0
2018-06-01,0.22,0.28,0.12,0.31,0.37,0.02,0.28,0.21,0.06,0.08,0.24,0.11,0.21,0.16,0.37,0.29,0.26,0.2,0.26,0.08,0.35,0.21,0.37,0.35,-0.03,0.19,0.18,0.15,0.38,0.24,0.3,0.44,0.17,0.51,0.16,0.29,0.33,0.1,0.43,0.4
2018-07-01,-0.17,0.07,0.26,0.18,-0.01,0.1,-0.05,0.31,0.33,-0.08,0.33,0.01,-0.15,0.17,0.11,0.06,0.01,0.14,0.21,-0.07,0.3,0.31,-0.15,0.18,0.18,0.06,0.06,0.39,0.26,0.06,0.03,0.05,0.16,0.11,-0.44,-0.02,-0.04,-0.05,-0.28,-0.27
2018-08-01,0.04,0.23,-0.01,0.23,0.36,0.15,0.11,0.21,0.42,-0.01,0.27,0.24,0.19,0.04,0.17,0.23,0.18,0.44,0.36,0.15,0.5,0.25,0.04,0.4,-0.1,0.41,0.24,0.35,-0.01,0.23,0.04,0.05,0.16,0.25,0.54,0.39,0.15,0.24,0.29,-0.27
2018-09-01,0.04,0.05,0.0,0.17,0.08,-0.03,0.13,0.21,0.17,0.3,0.38,0.04,-0.2,0.14,0.48,-0.11,0.02,0.22,0.33,0.1,0.31,0.15,0.38,0.41,0.19,-0.16,0.12,0.16,0.17,0.31,0.15,0.31,-0.06,0.3,-0.63,0.01,0.13,0.05,0.14,0.4
2018-10-01,0.47,0.24,0.01,0.19,0.33,0.06,0.29,0.1,0.22,0.22,0.2,0.4,0.6,0.01,-0.1,0.1,-0.01,0.06,0.42,-0.15,0.34,0.45,0.2,0.14,0.17,0.08,-0.02,0.36,-0.06,-0.01,0.02,0.13,0.15,0.11,1.05,0.2,0.25,-0.19,0.36,-0.27
2018-11-01,0.17,0.02,0.18,0.2,0.18,0.1,0.04,0.16,0.03,0.07,0.31,0.23,-0.03,0.16,0.18,0.18,0.11,0.19,0.26,0.04,0.31,-0.01,0.31,0.28,0.03,0.12,-0.12,0.2,0.22,0.03,0.0,0.27,0.11,0.35,0.08,0.19,0.15,0.1,0.5,0.27
2018-12-01,0.13,0.23,-0.06,0.25,0.27,0.15,-0.03,-0.01,0.0,0.23,0.12,0.01,-0.07,0.07,0.24,0.11,0.34,0.12,-0.05,-0.01,0.26,-0.07,0.13,0.28,0.03,0.14,0.03,0.16,-0.09,-0.09,0.02,0.36,0.05,0.18,-0.09,0.25,0.18,0.14,-0.14,0.27
2019-01-01,0.05,0.03,0.06,0.15,0.13,0.18,0.27,0.94,0.18,0.08,0.43,0.48,-0.06,0.01,0.41,0.36,0.25,0.51,0.23,0.37,0.26,0.72,0.51,0.32,0.3,0.07,0.3,0.41,-0.09,0.94,0.11,0.07,0.26,-0.03,1.21,0.01,0.16,-0.57,0.14,-0.27
2019-02-01,0.18,0.1,-0.1,0.24,0.28,0.21,0.01,0.11,0.17,0.13,0.15,-0.61,0.04,0.02,0.03,0.3,-0.03,0.27,0.6,0.1,0.46,0.19,-0.38,0.26,-0.13,0.1,-0.26,0.34,-0.03,0.06,-0.27,0.1,0.03,0.13,-0.16,0.21,0.13,-0.38,-0.07,-0.27
2019-03-01,0.14,0.1,0.02,0.17,-0.06,0.15,0.14,0.01,0.04,0.09,0.39,0.86,0.06,-0.11,0.37,-0.17,0.07,0.07,0.2,0.08,0.15,0.15,0.11,0.27,-0.02,0.25,0.21,0.18,0.19,-0.27,0.11,0.21,-0.05,0.39,0.19,0.2,0.18,0.34,-0.07,0.54
